,MAE,RMSE
NYA,0.018263926346380778,0.021740444621164715
S&P,0.03533396841517561,0.039923820831220605
NASDAQ,0.06274492468337363,0.07089344610321109
RUT,0.03466628086586695,0.03979203932071822
DJI,0.05022511959512434,0.05799124703883921
