,MAE,RMSE
NYA,0.024793651386363275,0.031216701890208996
S&P,0.025273172877887235,0.030338994406243637
NASDAQ,0.03462443955409507,0.04090272692582035
RUT,0.042053442097966756,0.05563325804215286
DJI,0.03910548343234002,0.04800764814268013
