,MAE,RMSE
NYA,0.020376986921128718,0.026242095179283123
S&P,0.020355687504011094,0.025403828321674298
NASDAQ,0.024327842829122055,0.030658536560917635
RUT,0.03222992750232614,0.041473779099386966
DJI,0.023552062624705068,0.02929640729372529
