,MAE,RMSE
NYA,0.02696872252137121,0.03276209365547942
S&P,0.03214258526166385,0.03683108595327303
NASDAQ,0.052968413421886025,0.05866126174312508
RUT,0.045324432199389086,0.05676493250320263
DJI,0.05403339020698904,0.06189435819957165
