stock,MAE,RMSE
NYA,0.10520084385145702,0.12811728870877315
S&P,0.17188371922071577,0.197903087174753
NASDAQ,0.3065789139169968,0.3438235175315364
RUT,0.27297488547340626,0.3082243060509602
DJI,0.27907339367753525,0.33273817998733957
