,MAE,RMSE
NYA,0.016632436264907343,0.019735157845400055
S&P,0.027909155343020728,0.030886022216875992
NASDAQ,0.03430882743289205,0.038585963139785406
RUT,0.025413003570518965,0.03058131381607586
DJI,0.029736094973746338,0.03413138519091731
