,MAE,RMSE
NYA,0.015637063147532746,0.018319851816766923
S&P,0.0211249278785482,0.023558599070303204
NASDAQ,0.018091131285812134,0.021767693957344306
RUT,0.01739886906570623,0.0215700253934033
DJI,0.013070353359712222,0.016771431213883956
