,MAE,RMSE
NYA,0.030691591889771812,0.037052456748658695
S&P,0.027806207605058492,0.03423087168177046
NASDAQ,0.031448703374244845,0.03853669253694125
RUT,0.04551683708158555,0.05841720399242915
DJI,0.033345772606109554,0.041250441808013995
