stock,MAE,RMSE
NYA,0.5071723075679615,0.5808909907310292
S&P,2.127333122718421,2.210075431149841
NASDAQ,2.2753152942208987,2.362461664198567
RUT,1.3029907346718472,1.3800306253900607
DJI,1.6122232417269835,1.7427007817538929
