,MAE,RMSE
NYA,0.024567391246155906,0.02917738884880049
S&P,0.034924869586068795,0.03965056046725318
NASDAQ,0.05755574370299741,0.06532691742568358
RUT,0.039261814412571136,0.050274704902173305
DJI,0.049676628185383355,0.058256374029077775
