,MAE,RMSE
NYA,0.09266261747356033,0.09641247580896055
S&P,0.1305187901530435,0.13449398407245192
NASDAQ,0.17766164390424144,0.185381863330589
RUT,0.12665503413925552,0.13220788092378066
DJI,0.15606266936075527,0.16427503164953833
