,MAE,RMSE
NYA,0.02657146851274427,0.030745417000500187
S&P,0.03900820727700016,0.04313094109110632
NASDAQ,0.04994139688096394,0.05624563975132267
RUT,0.042098483692929387,0.04825415022336922
DJI,0.03146402452568721,0.036967215150978956
