,MAE,RMSE
NYA,0.49212864842327453,0.5146004210366578
S&P,0.5990378915599474,0.6211194767264013
NASDAQ,0.7198976814065944,0.7482900087683971
RUT,0.5845576788439079,0.6039489533034555
DJI,0.6595024524106651,0.6914495088320294
