,MAE,RMSE
NYA,0.13285957563938317,0.15725792565980826
S&P,0.13075754418177316,0.14662351187291325
NASDAQ,0.1060535872684469,0.12543485888953235
RUT,0.08520661053327637,0.10171889175845672
DJI,0.09162614836562355,0.11607626305726788
