,MAE,RMSE
NYA,0.03081823350263493,0.038987183413663085
S&P,0.03608956467954926,0.041957726421304714
NASDAQ,0.03794620378606368,0.04505656942485967
RUT,0.043790845641553056,0.05696081756506805
DJI,0.03810260312666696,0.04716547568840356
