stock,MAE,RMSE
NYA,0.5419621030898407,0.6666827179512274
S&P,0.9248703928315508,1.0500818275086536
NASDAQ,1.4658355865065844,1.632824466834542
RUT,0.9626303161902163,1.09464841608732
DJI,1.1968761099164014,1.4218519655881807
