,MAE,RMSE
NYA,0.10152192384493394,0.12321841800198906
S&P,0.23008814089950466,0.2672883812048699
NASDAQ,0.5833780188400024,0.6518556260671758
RUT,0.2545772212398741,0.2888945892727814
DJI,0.5319167589318828,0.6124568349237283
