,MAE,RMSE
NYA,0.029237104936331332,0.03300233026442825
S&P,0.05242590406837628,0.055236185681791755
NASDAQ,0.023560614153178804,0.029572608461502982
RUT,0.03526158453831221,0.04223770187768499
DJI,0.07648147148449706,0.08011050819614265
