,MAE,RMSE
NYA,0.2690241929213351,0.3332780365049468
S&P,0.3328111415040847,0.3980279136849318
NASDAQ,0.412040467260353,0.4855510797441573
RUT,0.32646852700849793,0.38556595660600523
DJI,0.37172416920095436,0.4426564599458179
