,MAE,RMSE
NYA,0.25296420279901904,0.2814981023786355
S&P,0.33134490600927813,0.36396514571590005
NASDAQ,0.4337783631581528,0.4726952171712816
RUT,0.3198253032029107,0.3475820312332183
DJI,0.3732503450144433,0.4158325220438969
