,MAE,RMSE
NYA,0.15453247421701755,0.1772258999383546
S&P,0.30551476595945254,0.3280009626680736
NASDAQ,0.4750391808651377,0.5076180997318982
RUT,0.2927267309531365,0.3132679692658018
DJI,0.39081288079963195,0.4312903556025104
