,MAE,RMSE
NYA,0.5704855097913962,0.5758430618067285
S&P,0.5352962445361981,0.5419793213029874
NASDAQ,0.39629631199353327,0.405447989615799
RUT,0.40194594789313837,0.41004563390088217
DJI,0.5052890120851999,0.5191020109171698
