,MAE,RMSE
NYA,0.23823434695438053,0.26275746298938246
S&P,0.361664185481578,0.38457477193386463
NASDAQ,0.5273091206733751,0.559702390938274
RUT,0.3475524888826728,0.3684029439948897
DJI,0.4491041648295478,0.4873451481865936
