,MAE,RMSE
NYA,0.19336917821295785,0.2300330029128264
S&P,0.2146581544250202,0.24394645405441945
NASDAQ,0.3090636448116714,0.35836554020366107
RUT,0.1568559362844006,0.18049126348623576
DJI,0.25302915401060894,0.292380724613467
