,MAE,RMSE
NYA,0.16034810310722722,0.19214380877731566
S&P,0.3212811955805538,0.3493048634744782
NASDAQ,0.472580400661248,0.5095788790380057
RUT,0.4133193154991169,0.45522176488582666
DJI,0.32003443629025374,0.35478575588039923
