,MAE,RMSE
NYA,0.01880185683203587,0.02374607282177546
S&P,0.01912561656085994,0.02364425170532363
NASDAQ,0.023896676902467752,0.02967423987951882
RUT,0.02749769758568112,0.0361219836861786
DJI,0.021091761682882938,0.02642129468810146
