stock,MAE,RMSE
NYA,0.48499644047166224,0.5572507823210391
S&P,1.0737988053817942,1.1846834059902194
NASDAQ,1.6545119268493718,1.7772064711905429
RUT,1.3126701921269106,1.4137865950436503
DJI,1.4865438219822489,1.6542815297501918
