,MAE,RMSE
NYA,0.09868339502133369,0.11890293083500855
S&P,0.12356923523584847,0.14029488735701115
NASDAQ,0.24351557659457318,0.2886807336270726
RUT,0.14185449313684773,0.16217994850543851
DJI,0.15673594011024727,0.18077079153360595
