,MAE,RMSE
NYA,0.01345825092439526,0.016615823691286596
S&P,0.009531329295261034,0.012333197419463428
NASDAQ,0.020565916162242997,0.024328774183261754
RUT,0.03044476601796045,0.03489088661956965
DJI,0.010929828796432083,0.014285959462257244
