,MAE,RMSE
NYA,0.013844587540608142,0.016664085149044532
S&P,0.02087085287487649,0.023675102488698307
NASDAQ,0.03425526640080681,0.03901154686554601
RUT,0.022670492084702138,0.02677938125221137
DJI,0.028096247025050508,0.0323366241191585
