,MAE,RMSE
NYA,0.0128089805416187,0.015650056478952137
S&P,0.01696227893140668,0.019413121763767843
NASDAQ,0.025594421962011404,0.029205723973345653
RUT,0.01950550786364146,0.02367979364963505
DJI,0.021729084093964266,0.02499198184365545
