,MAE,RMSE
NYA,0.15713615495246305,0.1811024818190865
S&P,0.30540262882100905,0.33095932741312944
NASDAQ,0.47703054884527546,0.5112274563773076
RUT,0.2926462323133665,0.31579121791126824
DJI,0.3923645905187842,0.43617956900478766
