,MAE,RMSE
NYA,0.12737935142656137,0.14843484090203984
S&P,0.3132822530517587,0.34071912884038363
NASDAQ,0.40756505944976273,0.4362050585793705
RUT,0.25156979493916054,0.2729273154493826
DJI,0.3943480668839568,0.42878861611280994
