stock,MAE,RMSE
NYA,0.11346284913832994,0.13639271211501397
S&P,0.16788521127196843,0.1950006349029691
NASDAQ,0.3136876182003165,0.354751889979706
RUT,0.2740804392758088,0.30888863407275485
DJI,0.25059837046024425,0.3034508259051786
