,MAE,RMSE
NYA,0.011200879105072788,0.014055698749476384
S&P,0.012135733184271911,0.01484286800636305
NASDAQ,0.04688253352841812,0.05183590640776256
RUT,0.024282613421483273,0.029113281744426664
DJI,0.02110247102367658,0.025112723109783977
