,MAE,RMSE
NYA,0.3567664667828477,0.39321049087568277
S&P,0.47600733543161833,0.517636108148816
NASDAQ,0.6179121504413142,0.6719074716613954
RUT,0.4677816925116865,0.5055164526662717
DJI,0.5167478986622079,0.5714955979636606
