,MAE,RMSE
NYA,0.01616354398256783,0.021228835747553472
S&P,0.015187568648217934,0.019039278378853903
NASDAQ,0.029555664457871465,0.036989137391330446
RUT,0.020873986989182067,0.02614285024766634
DJI,0.04460753871611885,0.051814367924769573
