,MAE,RMSE
NYA,0.21977382398690998,0.24833697661857507
S&P,0.20614246799252361,0.23485698234622307
NASDAQ,0.3032710803699349,0.3309711169198465
RUT,0.16339323823604981,0.18163206983030103
DJI,0.22199876541311309,0.2541063921915776
