,MAE,RMSE
NYA,0.014282026056174613,0.01852272268169701
S&P,0.049387897813835055,0.05377909179803473
NASDAQ,0.07723865300070398,0.08222448916222148
RUT,0.025341062759958715,0.03205349894162746
DJI,0.022370167702325625,0.027215060846428208
