,MAE,RMSE
NYA,0.019294240834823163,0.025297228971533463
S&P,0.0162675636518122,0.02183466993669481
NASDAQ,0.023994202786336672,0.029226490234351612
RUT,0.03145571798310874,0.041689678088591135
DJI,0.02388121296693715,0.029856549110665955
