,MAE,RMSE
NYA,0.13774076291767923,0.14812259415313034
S&P,0.24668886586883174,0.2544489661861647
NASDAQ,0.3049648389839425,0.30874008420964577
RUT,0.23377490944991333,0.24659074215297383
DJI,0.2829767263163232,0.29660260854008114
