mae,accuracy,f1,mse
0.549920438601724,0.4556213017751479,0.42663273960983883,0.48732181311882716
0.5598554689584203,0.4408284023668639,0.40115303491914694,0.5225916342613107
0.5568000407220262,0.44970414201183434,0.4077102803738318,0.517873736424469
0.5555253160940569,0.44871794871794873,0.4118320183009392,0.5092623946015357
0.5598554689584203,0.4556213017751479,0.42663273960983883,0.5225916342613107
0.00508870309656428,0.007445596090010614,0.013230471663400108,0.019146970435273726
