mae,accuracy,f1
0.3649241293352636,0.5014925373134328,0.5005184720374647
0.3665320545220185,0.4835820895522388,0.41638584380655197
0.35638629211823103,0.47761194029850745,0.3764147330030911
0.36034124950747853,0.4925373134328358,0.39873703867511917
0.35853755702202933,0.46865671641791046,0.36293516941277165
0.36134425650100416,0.4847761194029851,0.41099825138699975
0.3665320545220185,0.5014925373134328,0.5005184720374647
0.004277666818240246,0.012769701275347706,0.05408168124981103
