mae,accuracy,f1,f1_custom
0.46593689002890964,0.5367647058823529,0.424812030075188,126.05746459960938
0.4310295453456895,0.5772058823529411,0.4593380001728459,123.47309875488281
0.445433013408856,0.5514705882352942,0.523410122364566,135.71873474121094
0.4646375717801347,0.5367647058823529,0.516260162601626,135.9923095703125
0.4659433026947982,0.5404411764705882,0.49810312504613025,134.74525451660156
0.41892000987439815,0.5772058823529411,0.4927265945542708,128.83421325683594
0.44849679673554993,0.5551470588235294,0.47724709731730175,130.38148498535156
0.42135127969212965,0.5772058823529411,0.4593380001728459,123.47309875488281
0.4240022430963376,0.5845588235294118,0.3922689075630252,109.64436340332031
0.4223600876250607,0.5845588235294118,0.5118092727012817,130.38148498535156
0.5066492881827713,0.4632352941176471,0.4474314020148049,135.87889099121094
0.48117013616631776,0.5257352941176471,0.5135787065918072,135.77188110351562
0.4355022185963011,0.5735294117647058,0.5037433155080213,131.0716552734375
0.4412632461995684,0.5514705882352942,0.5394181656673329,135.8112335205078
0.44619407626197344,0.5551470588235294,0.514163825044654,134.74525451660156
0.4656820151760591,0.5330882352941176,0.5048094152725813,135.76409912109375
0.4620378437324447,0.5330882352941176,0.5009751094289471,135.55795288085938
0.46400550060711215,0.5294117647058824,0.49997127592347906,135.71873474121094
0.49145306048999265,0.4963235294117647,0.4499210250505587,134.74525451660156
0.4224582948881715,0.5845588235294118,0.5240263259775455,132.10586547851562
0.44527432414275214,0.5625,0.5393307999943071,135.9051513671875
0.4915975468046158,0.5036764705882353,0.4921372557155305,135.68211364746094
0.4705511638465574,0.5220588235294118,0.4860465116279069,135.35952758789062
0.4165876224660806,0.5845588235294118,0.5118092727012817,130.38148498535156
0.48126992603115054,0.5147058823529411,0.5060532687651332,135.393798828125
0.47139072686618655,0.5367647058823529,0.46436609152288066,131.50238037109375
0.42828883999167966,0.5808823529411765,0.5318840579710145,133.62657165527344
0.5577282499784236,0.4338235294117647,0.4307458143074582,133.8634490966797
0.48112989351097335,0.5257352941176471,0.5147089332392847,135.68211364746094
0.43570165532030436,0.5661764705882353,0.5154589371980677,133.62657165527344
0.4841638393002261,0.5,0.4761823845935995,135.96917724609375
0.47490422775196267,0.5220588235294118,0.39666939666939666,124.62953186035156
0.46776330944808003,0.5257352941176471,0.4770400178850883,134.29531860351562
0.4489071450485477,0.5551470588235294,0.49032907471931864,132.10586547851562
0.5112932133375914,0.48161764705882354,0.4683302141817426,135.77188110351562
0.47425865420579427,0.5294117647058824,0.5179174743838273,135.7288360595703
0.5312129808754844,0.45588235294117646,0.43839285714285714,135.93170166015625
0.39454335463086837,0.6176470588235294,0.529004329004329,126.72500610351562
0.4612068730573069,0.5404411764705882,0.49572104474734136,134.52952575683594
0.4603153837742862,0.5391214177978884,0.48808922090818413,132.37390606219952
0.5577282499784236,0.6176470588235294,0.5394181656673329,135.9923095703125
0.03322602951886405,0.03898561961381484,0.03690185177192863,5.276539423567453
