mae,accuracy,f1,f1_custom
0.4259354687562657,0.5772058823529411,0.48901413052356446,123.50306701660156
0.44318663496703853,0.5625,0.467272338254415,122.72882080078125
0.4272792077254744,0.5735294117647058,0.5546522131887985,135.3780517578125
0.43394340658649483,0.5661764705882353,0.5534034619023765,135.87889099121094
0.44118872879642207,0.5772058823529411,0.5481270675931411,134.11195373535156
0.4377354172302658,0.5661764705882353,0.5014600807704256,128.39515686035156
0.48363459900465644,0.5,0.42885375494071143,128.93626403808594
0.4527068072742729,0.5441176470588235,0.4469731750508297,123.11982727050781
0.4468469524427372,0.5661764705882353,0.39059770638718005,105.88106536865234
0.43939990084825853,0.5698529411764706,0.5041677702818503,128.11541748046875
0.433542419846601,0.5698529411764706,0.5626108110336865,135.98316955566406
0.4937273082480325,0.5110294117647058,0.5045944428467742,135.9087371826172
0.42345535754471514,0.5845588235294118,0.5240263259775455,128.6687469482422
0.4636755917827908,0.5257352941176471,0.513578706591807,135.95286560058594
0.4374300995733124,0.5625,0.5285412570096861,133.57337951660156
0.4719659998895434,0.5294117647058824,0.5101029999437159,135.51010131835938
0.47470712233890694,0.5330882352941176,0.5048094152725813,134.57876586914062
0.48297832523572715,0.5220588235294118,0.49929198527329366,135.22967529296875
0.48216081688640045,0.5110294117647058,0.479444564357148,134.35418701171875
0.4953054877798971,0.5,0.44446446807232537,131.29428100585938
0.45823125413399596,0.5551470588235294,0.5375904460835967,135.570068359375
0.5005729331713723,0.4963235294117647,0.4887989574044859,135.95335388183594
0.46805154640314883,0.5257352941176471,0.4970111383477401,134.57876586914062
0.43134159639059166,0.5661764705882353,0.5154589371980676,130.8671417236328
0.4889516386113519,0.5183823529411765,0.5135895160739881,135.77536010742188
0.44942911347304504,0.5588235294117647,0.49604743083003955,128.93626403808594
0.4513392303267957,0.5551470588235294,0.5118579713154265,132.27035522460938
0.5472191381035337,0.44485294117647056,0.44424448263264005,134.4523468017578
0.5163023217642675,0.4852941176470588,0.4761171032357473,135.9925079345703
0.45603225240723644,0.5551470588235294,0.5141638250446541,132.625244140625
0.46799589155314786,0.5330882352941176,0.517427322129556,135.77011108398438
0.45250512416204375,0.5551470588235294,0.4583189321746572,122.72882080078125
0.47145275775598955,0.5330882352941176,0.4924105502902065,132.96046447753906
0.45925883848097415,0.5441176470588235,0.4908212560386473,130.8671417236328
0.46999706241317146,0.5404411764705882,0.5327038579419728,135.98316955566406
0.5057601898133064,0.5,0.49298245614035086,135.93289184570312
0.5574307362023759,0.43014705882352944,0.4205527838480463,135.98316955566406
0.43363543378279035,0.5698529411764706,0.48756098739191345,124.96066284179688
0.5073025727828342,0.47794117647058826,0.43373211353506924,133.12081909179688
0.4662465457561484,0.5358220211161385,0.4942917113571451,131.60079701741537
0.5574307362023759,0.5845588235294118,0.5626108110336865,135.9925079345703
0.0321489340865262,0.036538759534386074,0.03881622848707866,5.982240456478571
