mae,accuracy,f1,mse
0.4938624172481065,0.5438144329896907,0.35225375626043404,0.2476189152467668
0.4544782486465788,0.5489690721649485,0.3544093178036606,0.39767111145772016
0.4780691039950116,0.5051546391752577,0.4885062206476065,0.31932707686887135
0.4957417726905875,0.4845360824742268,0.47356995549766634,0.3815410248314084
0.4867165338538453,0.5128865979381443,0.5084162895927601,0.38270025873762387
0.48672699029605415,0.5489690721649485,0.364607020203438,0.2450893408257592
0.4693151231034246,0.5257731958762887,0.3957204767063922,0.3689454106382488
0.479335497302056,0.5051546391752577,0.415442561205273,0.37833487531158183
0.48336107626970803,0.5077319587628866,0.4465545954907657,0.38681468270577934
0.49136548872929875,0.5103092783505154,0.44399191480375294,0.41533792888451576
0.49742214312565697,0.5541237113402062,0.41151819608461987,0.24809635084426557
0.45421855259187444,0.5489690721649485,0.3544093178036606,0.38642146524891413
0.4504561877819066,0.5541237113402062,0.36689208945228863,0.4008174360529285
0.45085037687130886,0.5618556701030928,0.39894295607800256,0.3991940536762767
0.4487512002541331,0.5489690721649485,0.4125027038719446,0.3995039656809604
0.49983167110644666,0.5309278350515464,0.4022887323943662,0.24994048646165617
0.4789768541327764,0.5283505154639175,0.41131700037308794,0.34765556729104147
0.49590379218528885,0.5025773195876289,0.4679380146792381,0.3462043039574114
0.5008886395550043,0.4793814432989691,0.4586096374889479,0.3701602670390682
0.5081613803609123,0.47164948453608246,0.4573426573426574,0.39056888864111955
0.4770025583272128,0.5463917525773195,0.3533333333333334,0.2563249386364498
0.45309183953963605,0.5489690721649485,0.3544093178036606,0.381617750901611
0.45834175025031315,0.5438144329896907,0.48712127435531694,0.36087792753536796
0.45777926909720484,0.5412371134020618,0.4909037299130179,0.3887134989750273
0.46047848989447754,0.538659793814433,0.5022040008887678,0.39411261472268194
0.4764450782883529,0.5277319587628867,0.42292820280298643,0.35374360564692225
0.5081613803609123,0.5618556701030928,0.5084162895927601,0.41533792888451576
0.01908908824893111,0.025754718462463123,0.052962312510647314,0.056930947841333256
