mae,accuracy,f1,mse
0.49195756754595116,0.5029585798816568,0.4965957446808511,0.4522325435256048
0.49351796511647983,0.5,0.490977463709354,0.4633205173280304
0.4814964441435729,0.5177514792899408,0.5165284542143829,0.45992750654412157
0.4533059271006923,0.5502958579881657,0.548382559774965,0.4342241803707959
0.4401563168926927,0.5562130177514792,0.5427489177489178,0.42716685599347537
0.4765154009311589,0.5236686390532544,0.4300288033516627,0.4479453712839101
0.49820824827897947,0.5,0.43454201684831567,0.47952384372970264
0.48556700978461476,0.5236686390532544,0.4828120396506335,0.46921153651668984
0.47800291222127406,0.5236686390532544,0.47696625433714906,0.46655285995038587
0.47287940363535186,0.5266272189349113,0.4850896903682828,0.46004255324516186
0.45636224147580956,0.5414201183431953,0.5338760621024067,0.4114157874772351
0.44761809036967853,0.5502958579881657,0.5445390070921986,0.40554667968904184
0.44680772719571116,0.5591715976331361,0.5567466708913121,0.4182664299117112
0.46437833163755793,0.5295857988165681,0.5283927866262998,0.44371424530783754
0.4770450657274481,0.5207100591715976,0.5204414083026799,0.4612042566094602
0.4662229287235711,0.5473372781065089,0.5412293853073463,0.4000238387137459
0.4420328952545277,0.5532544378698225,0.5199721603039794,0.41608615261423415
0.41551238837756,0.5887573964497042,0.5518481423188821,0.399681096522272
0.4254742323535502,0.5769230769230769,0.5372212594429497,0.40762792789373364
0.4303094175806527,0.5739644970414202,0.5429859154929577,0.41506158948120053
0.4995225840414399,0.5029585798816568,0.5018422991893884,0.4527422942173718
0.48598330033528375,0.5177514792899408,0.5131103353806725,0.4546115122890784
0.4819789194463337,0.5266272189349113,0.5252808988764046,0.45771403420924434
0.4641540795416096,0.5414201183431953,0.5399664568021566,0.4435628269123841
0.48374705553201075,0.514792899408284,0.5147759103641456,0.4644837719638688
0.4663502581297404,0.5347928994082841,0.5150760257271316,0.4404756084920119
0.4995225840414399,0.5887573964497042,0.5567466708913121,0.47952384372970264
0.023522606032600642,0.024579965224317817,0.033731233735349996,0.02464364595170798
