MAE,Accuracy,F-score
0.4994918331063005,0.5029585798816568,0.5015449438202247
0.5263338982620865,0.48520710059171596,0.4811194240542067
0.5085239680602225,0.48520710059171596,0.43362865947611706
0.44548404040924977,0.5502958579881657,0.4878787878787879
0.4644520777485078,0.5355029585798816,0.4441895784236711
0.4760803412425624,0.5384615384615384,0.43259297520661155
0.4990330317316676,0.514792899408284,0.5114401551207474
0.4905144303035509,0.5118343195266272,0.4479256377513141
0.46776845411896245,0.5532544378698225,0.4824729514596578
0.49983859810473247,0.4911242603550296,0.4777953434895085
0.49655762331983205,0.5059171597633136,0.4725609471215392
0.5238202670307953,0.46153846153846156,0.440193651718113
0.4641381378113633,0.5355029585798816,0.37571615119466373
0.4999592517607311,0.5059171597633136,0.4773663694527004
0.5177653032338995,0.4556213017751479,0.44136246047714855
0.4840049298687819,0.5088757396449705,0.506387021853116
0.5011612748694138,0.5059171597633136,0.4999246954595792
0.4815049522967757,0.5207100591715976,0.47672018348623857
0.4954819984337282,0.5118343195266272,0.4551742328771138
0.5008785222989847,0.4911242603550296,0.47568542568542566
0.4875910056413278,0.5384615384615384,0.35000000000000003
0.5079324246128853,0.4881656804733728,0.46014864053916815
0.5036523894974466,0.46153846153846156,0.4583333333333333
0.48969262039032974,0.514792899408284,0.4500138905425249
0.48315794879636376,0.5207100591715976,0.49374999999999997
0.4910120625936112,0.5236686390532544,0.46372998275437294
0.4989116699297047,0.5266272189349113,0.5168840450241201
0.4718295337392765,0.5325443786982249,0.49687217365088937
0.4738213488346672,0.5177514792899408,0.4355296456051556
0.487146674677421,0.5088757396449705,0.3962207300275482
0.47580729074811995,0.5207100591715976,0.5051155055854814
0.49047641730960323,0.5,0.4901414736466283
0.5177756163936394,0.4822485207100592,0.41965993936599194
0.5090432810712848,0.45857988165680474,0.45648181506638663
0.5050714772481185,0.47337278106508873,0.47187500000000004
0.4849796209826239,0.5236686390532544,0.5231636041814534
0.4879624332342059,0.514792899408284,0.5098330503678551
0.5230963114266391,0.44970414201183434,0.4305434782608696
0.4940141739224541,0.5177514792899408,0.4413449740922134
0.49296839064261216,0.5062964648763465,0.46388002251411475
0.5263338982620865,0.5532544378698225,0.5231636041814534
0.01774270353465351,0.026280481315755236,0.03814805356825157
